index,question,value,response,correct
156,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"otc_dpsgy, deutsche-telekom-ag, otc_su, munich-re","<deutsche-telekom-ag>, <munich-re>, <otc_su>, <otc_dpsgy>",False
157,What are the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"1.11, 0.2, 0.14, 0.01, 0.0","<munich-re>, <otc_baayzf>, <otc_adddf>, <otc_rwnef>",False
158,What are the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.04, 0.14",prompt too long,False
159,What are the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"3193.0, 14249.0, 142457.0, 200000.0, 1110000.0","<2193.0>, <19695.0>, <176510.0>, <157002.0>, <12500.0>",False
160,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,5100000.0,otc_bayzf,False
161,What are the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.02, 0.04, 0.11, 0.2, 3.28","<174336.0>, <153910.0>, <138339.0>, <12837.0>, <104538.0>",False
162,What are the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,"5100000.0, 1120000.0, 142293.0, 37172.0, 30490.0","<otc_bayzf>, <otc_adddf>, <otc_esocf>, <axa>, <ota",False
163,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"3.28, 0.2","<otc_rwnef>, <otc_esocf>",False
164,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in t?,heidelberg-materials,heidelberg-materials,True
165,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,"21598.0, 21779.0, 31774.0",prompt too long,False
166,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"otc_esocf, otc_bayzf, otc_adddf","<otc_bayzf>, <otc_esocf>, <otc_adddf>, <vivendi>",False
167,What are the top 5 lowest water consumption values (in ascending order) for the year 2023 among the following companies in million cubic meters?,"0.43, 5.05, 6.78, 8.2, 35.4","<otc_crerf>, <otc_bayzf>, <otc_bamgf>, <nan>, <nan>, <nan>",False
168,What is the largest energy consumption from 2022 to 2023 among the following companies?,347068.0,deutsche-telekom-ag,False
169,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"otc_bayzf, otc_adddf","<otc_adddf>, <otc_bayzf>, <vivendi>",False
170,Which companies have the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"otc_esocf, munich-re, otc_adddf, vivendi, nasdaq_dasty","<otc_esocf>, <otc_adddf>, <munich-re>, <vivendi>, <company name: otc_adddf>",False
171,What is the lowest energy consumption over the last 2 years among the following companies in MWh?,33090.0,prosiebensat1-media,False
172,Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"otc_esocf, otc_rwnef, nyse_az","<otc_rwnef>, <otc_esocf>, <axa>",False
173,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,4.51,otc_adddf,False
