index,question,value,response
203,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"6.16, 35.34",8091#7573
204,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,munich-re,munich-re
205,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,4.02,-6.78
206,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,179.55,"0.2#23.8#1.5#23.8 | step | output |
| 1 | Arithmetic |
| 2 | 1.5#23.8#2 |
| 3 | ((1.5 / 23.8) + (2 / 2)) / 2 |
| 4 | 0.08 |
| 5 | none |

Finally, present the final answer in the format: """
207,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,OTC_BAMGF,OTC_BAMGF
208,Which company has the highest average energy consumed in the last 4 years among the following companies in GWh?,NYSE_TTE,deutsche-telekom-ag
209,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in GWh?,"154500.0, 12915.0",12241#13253
210,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,1.86,24.82
211,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,13.86,6.05905e+06
212,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,173.81,"20.4#20.7#29.4 | step | output |
| 1 | Arithmetic |
| 2 | 20.4#20.7#29.4 |
| 3 | ((20.4 + 20.7) + 29.4) / 3 |
| 4 | 24.7 |
| 5 | percent |

Finally, present the final answer in the format: """
213,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"vivendi, axa",vivendi#AXA
214,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"NASDAQ_DASTY, OTC_ADDDF",NASDAQ_DASTY#OTC_ADDDF
215,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,3086777,NYSE_AZ
216,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,3.85,-0.52
217,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"vivendi, heidelberg-materials",2#7444#18 |
218,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,10.52,8.83
219,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,OTC_BAYZF,OTC_ESOCF
220,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,vivendi,vivendi
221,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,OTC_ADDDF,munich-re
222,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"OTC_BAMGF, OTC_ESOCF",OTC_BAMGF#OTC_ESOCF
223,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,5.42,33.09#33.26
224,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"NYSE_TTE, vivendi",NYSE_TTE#vivendi
225,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,heidelberg-materials,Heidelberg Materials
226,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.04, 73.65",61.9#85.4
227,What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,66.35,prosiebensat1-media
228,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"21490.0, 10759.5",11228#10291
229,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,25.97,8091
230,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"10759.5, 21490.0",10291#11228
